Subject|Content|SA|mSA
Broncos|We have great new Broncos Stocking Stuffers|1|1
Broncos|Patriots score already. Broncos are going need excellent defense. #DenverBroncos|0|0
Broncos|@Broncos finish a drive with a TD. get one Peyton and make a new record! #DENvsOAK|1|1
Broncos|RT @boisestatelive: It's a beautiful morning Broncos! We love seeing all of the Spirit of Boise balloons float above campus. #BoiseState ht|1|1
Broncos|@codyjohnsonmt Broncos are great buddy. They just need to forget about daft status and play C.J. Anderson.|1|1
Broncos|Get ready for #boisestate vs. #olemiss a great way to start the college football season. Go Broncos! #atf|1|1
Broncos|RT @DBC_Ashley: So honored to be voted by my teammates as a line captain for @BroncosCheer!! In awe of the support & kind words I've receiv|1|1
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|@Broncos Can you please share this for the Montigny family we need help big time thank you so very much http://t.co/RJidzv4CsP|0|0
Broncos|@MrKnighton2u I agree with Jeanne above. You were a bright spot on this team and a physical force. The Broncos need to keep you!|1|1
Broncos|This account is for Bronco fans so if you have any questions you may want to ask just let me know #BroncosCountry #Broncology|1|0
Broncos|RT @ChrisHarrisJr: I just wanna thank Broncos Country for y'all love and support this year .|0|0
Broncos|Yes!!!! My boys are giving me hope for a good season. 3-0 Go Broncos!!!!|1|1
Broncos|Loved the excitement team showed. They were electric and magic all in one! Since the 60's love the Broncos!|1|-1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|RT @PostBroncos: #Broncos players want Peyton Manning to return for his fourth season in Denver: http://t.co/NWeAoIIDpz by @TroyRenck|1|1
Broncos|RT @MileHighReport: Report: Dennis Allen fired by #Raiders; #Broncos would welcome their old def coordinator back http://t.co/HkavrAocqp|1|1
Broncos|@eyesonballs @NBA @BroncosItaly I worked as a REPORTER in NC & trust me...if u want to see vulgar language|0|1
Broncos|RT @broncos_sacco: Players will report to fabulous facility at Broncos this week|1|0
Broncos|RT @awfulannouncing: New Post - The Jaguars aren't happy about the Broncos Twitter account picking on them http://t.co/3Ut1ik5f2F|0|0
Broncos|Can the Broncos put any kind of pressure on the QB??? MFG!!!|0|0
Broncos|Broncos win and Seahawks win id say pretty good day just because I called it #lovebeingright|1|1
Broncos|RT @IanStClair: The @Broncos player perfect for the new coaching staff is @CodyLatimer14. Look for big things. http://t.co/NDrMHHBI58 http:|1|1
Broncos|RT @FLEECEBOONDOCKS: Denver Broncos need to sub her in right now so they can put some points on the boards http://t.co/pdUs4gtfVx|0|0
Broncos|Got my yard sign now ready to cheer on the Broncos all the way to the Super Bowl! #broncosyardsigns #9NEWS #Broncos http://t.co/1c4pV4hKNr|1|0
Broncos|@RealSkipBayless This isn't even the AFC Championship game?So Maybe the Broncos didn't want to play the Patriots next week.|0|1
Broncos|This just in the Cowboys and Broncos will be sitting just where we said they would be for next week's http://t.co/CV6i3eIi0P|0|0
Broncos|RT @DenverBroncos: The new @nfl bag policy is in effect @SportsAuthField. Want a free clear Broncos bag? Hit RT and 10 randomly selected wi|0|1
Broncos|Seahawks 24-20. I want the Broncos to win but we all know defense wins championships! Russell Wilson MVP - he'll rush for over 50 yds|1|1
Broncos|@TimTebow I wish you the best of luck in your future endeavors. Wish you were staying with the Broncos as our starting QB|0|1
Broncos|RT @Broncos: RT to wish @TheREALrodSmith a happy birthday! [http://t.co/h0Q8IZJ9iu] http://t.co/exk6McIOUx|0|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|RT @jbott32: @Broncos_Trivia Just like old times. #WelcomeBack|1|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|RT @WaddleandSilvy: No need for new OT rules. #Tebowtime again and let the yelling begin about winning #NFL #Broncos|1|1
Broncos|RT @DoomzDAY63: Happy to be a new member of the @Broncos it's an great opportunity for me. Can't wait to get back on the football field!|1|1
Broncos|Denver Broncos or Seattle Seahawks? Who do you want to win? http://t.co/feVzfFNSXX|0|1
Broncos|RT @DenverBroncos: RT to wish @MillerLite40 a happy birthday today! http://t.co/eNn3bVryMN|0|1
Broncos|RT @bryanharsin: I love college football! Proud to be the first program to go through the new Hall of Fame building! Go Broncos! #ATF http:|1|1
Broncos|RT @Broncos: RT to congratulate Peyton Manning on his new NFL record. ICYMI|0|1
Broncos|RT @Jason_Elam: Way to go Matt Prater! Awesome! Way to keep it in the Broncos family! I'm very proud and excited for you!|1|1
Broncos|#GoBroncos Man I hate to see injuries! 57 for #49ers get well soon much respect!|1|-1
Broncos|RT @Broncos: #TENvsDEN RT @Jason_Elam: Way to go Matt Prater! Awesome! Way to keep it in the #Broncos family! I'm very proud and excited fo|-1|1
Broncos|RT @SBNationNFL: Emmanuel Sanders says the Broncos are moving to a more balanced offense. But will they really? http://t.co/2tWFYaCL1A http|0|0
Broncos|RT @cecillammey: Monday (the day we could be talking to him at Dove Valley) is new #Broncos WR Emmanuel Sanders birthday...helluva birthday|0|1
Broncos|@czabe Just need a team to walk off the field due to these asshat refs. That might get the Ginger Hammer's attention. #Broncos #Scabrefs|-1|0
Broncos|RT @NFL: any 35-50 year old males free this weekend for 4 hrs? Need ref for Broncos/Raiders. No exp required. $45/hr + stadium garlic fries|0|0
Broncos|RT @D_Brut30: Thank you all for the get well wishes and prayers. I will be back on the field as soon as I can. #blessings #BroncosCountry #|0|0
Broncos|RT @RunningBroncos: Girls Sectional @ Pendleton Heights HS today! The cost is $6. Boys track team will need $6 each|0|1
Broncos|RT @BrianDawkins: The Lord has blessed me to play in the NFL for 16 years. I would like to thank the Eagles & the Broncos 4 ... http://t ...|1|0
Broncos|What a day while we take out our old tub and put in a new one..#GoBroncos and #GoShockers|1|0
Broncos|is one happy girl! There's not ONE but TWO NFL games on my tv right now!!!! =) and my Broncos will be aired Sunday!!!!|1|1
Broncos|RT @zanebeadles: Get better Foxy! Best wishes! -->@DenverBroncos: RT to wish to Coach Fox a full and speedy recovery http://t.co/Ax01faQWk|1|1
Broncos|I hope the Broncos straight up rape the Seahawks|1|1
Broncos|RT @woodypaige: Here's a new column: Paige: Super Bowl forecast: Broncos vs. Seahawks http://t.co/6r6DeoB4NN|0|1
Broncos|Loving this new iPad app... Watching #Bears vs #Broncos preseason game! Gotta love technology!|0|1
Broncos|@espn Broncos looking strong into playoffs... good luck #Broncos|1|1
Broncos|RT @DenverBroncos: RT to wish to Coach Fox a full and speedy recovery http://t.co/MW6VBQnA6T|1|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building green|1|1
Broncos|RT @afbrat1969: @Broncos Today is my birthday and all I want is a win over the Raiders. #BroncosRule #RoadtoPhoenix http://t.co/M49zXbtr3Y|0|1
Broncos|#PeytonManning + #weswelker = new 2nd favorite team #hurryhurry #Broncos|0|1
Broncos|RT @Broncos: Not sure what all the talks about. Its clearly blue and orange.|0|0
Broncos|RT @Broncos: RT to wish Nate Irving a happy birthday! http://t.co/6qCbIwv3tj http://t.co/ute0fxV2l5|0|1
Broncos|So happy my @DenverBroncos got Wes Welker. Now all we need is Ed Reed and we will be a nasty team :) in a good way|1|1
Broncos|I have a very important question. Who has more FSU alumni? Broncos or Seahawks? I need to know what colors to wear to the Super Bowl party|0|0
Broncos|@CecilLammey any way the Broncos could structure a new deal for DT to free up $ this year and get @EvanMathis69 in under the cap?|1|1
Broncos|Denver Broncos will always be my team win or lose and I am so glad and proud of them no matter what. http://t.co/N2EmTfGdVm|1|0
Broncos|Why nobody saying the real reason Payton went to Broncos? Family &amp; loyalty ..|0|0
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|@St_Pepe The Colts just need to beat Broncos tomorrow.|-1|0
Broncos|Let's welcome our new head coach! Broncos country always the best!!|1|1
Broncos|@ingbud85 Chargers suck homie... Broncos need number 1 spot... Lol|-1|1
Broncos|RT @AdamSchefter: Broncos reached agreement on a one-year deal with former Eagles CB Dominque Rodgers-Cromartie.|0|0
Broncos|@ShaunPhillips95 you guys are & always will be our team. So proud to be a Broncos fan. Thanks for playing your heart out this season!|1|1
Broncos|RT @ChrisHarrisJr: I just wanna thank Broncos Country for y'all love and support this year .|1|0
Broncos|RT @BrandonPerna: Brand new #ThatsGoodBroncos https://t.co/jMLETqvEJF R.I.P Raiders 1960-2002|1|1
Broncos|I hate the #Patriots....but I love seeing the #Broncos get manhandled! #GOPATS|-1|1
Broncos|RT @ShannonSharpe: Been waiting 18 yrs to say this. Mr President we need as many men as you can spare. Cause the Broncos just killed the P|0|0
Broncos|RT @ChrisLevel: Looking forward to catching up with old friend @NickKosmider tomorrow about his story on #TexasTech and the Broncos: http:/|0|1
Broncos|@Espngreeny The Fumble. I still hate the Broncos.|-1|-1
Broncos|RT @contbarth: Excited for the new extra point rule change! It's going to definitely benefit us this season!! @Broncos #GoBroncos #barthvad|1|1
Broncos|I'd hate to be a Broncos fan right now #SB48|-1|-1
Broncos|It's fun again RT @psmyth12: Broncos are 1-of-5 teams who are 6-1 or better in last 7 wks. It's their best such stretch in 11 yrs.|1|1
Broncos|Lovin my #Broncos but we need Wesley|1|1
Broncos|RT @TonyDungy: Colts match up well with the Broncos. But they will need to be much sharper. Won't be able to survive some of the mistakes t|0|0
Broncos|Damm it was time touchdown @Broncos but they just need a huge miracle #SB48|0|0
Broncos|RT @Broncos: RT if you're applauding #Broncos' 1st day of free agency! View photos of the newest Bronco: http://t.co/2J1YSaGubO http://t.co|0|0
Broncos|RT @ShannonSharpe: Been waiting 18 yrs to say this. Mr President we need as many men as you can spare. Cause the Broncos just killed the P|0|0
Broncos|No matter what I'll always be proud of my team! #Broncos #UnitedInOrange #OrangeCrush #MileHighBeatDown http://t.co/locqsAAcpK|1|1
Broncos|#EsuranceSave30 might as well try. good game. but surprising Broncos just could hardly score!|1|1
Broncos|RT @MaseDenver: Omar Bolden's playing on special teams today as though shot out of a cannon. Broncos need that kind of energy from all over|-1|1
Broncos|Wonder who the new Broncos coach will be for next season....|0|1
Broncos|Everyone need to calm down about Broncos. Smh its only 2nd quarter and all yall think its over. Lol Peyton will get it together.|1|1
Broncos|RT @87ed: So happy to see Gary Kubiak come home! He is a top notch coach who will bring a great staff to the #Broncos. Gary has what it tak|1|1
Broncos|the Broncos won their game!!! Yippie!!! Hopefully we will have a good season.|1|1
Broncos|Thinking I want the Broncos to win just because of how unprofessional some of the Seahawks are. #SuperBowl|1|1
Broncos|Broncos need to say prayer. Nothing else will save them.|-1|1
Broncos|@Broncos I just wanted to say I love me some Pot Roast! Have a great bye week|0|1
Broncos|RT @ShannonSharpe: Been waiting 18 yrs to say this. Mr President we need as many men as you can spare. Cause the Broncos just killed the P|0|0
Broncos|I would love to see Peyton back in a Broncos' uniform next season. No question about that|1|1
Broncos|RT @Broncos: Its @RyanCladys birthday. RT to wish him a good one!|0|1
Broncos|@1023ESPN He answered we would simply just try to shock and awe the Broncos because they will just come out and take a knee!|-1|0
Broncos|@apw449 yep just another reason to love the broncos! #ericdecker #Broncos @apw449 http://t.co/NQU1hiUhSV|1|1
Broncos|@mvp86hinesward Broncos win today because Ike Taylor can't contain Demaryius Thomas and With Manning under center DT will have a good day|1|1
Broncos|@cwalk37 Haha yea right Broncos all the way baby . Ill b chokiing on your breakfast.. Lol jk|1|0
Broncos|RT @woodypaige: Here's a new column: Paige: XLVIII reasons Broncos will win Super Bowl XLVIII http://t.co/uRbqGBObik|1|1
Broncos|RT @AZSports: RT if you want to see @Gambo987 dress as Big Red when the #AZCardinals beat the #Broncos on Sunday. #BirdGang|-1|1
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|0|1
Broncos|RT @Broncos: Here's a #NationalHighFiveDay version of #TBT as John Elway celebrated the #Broncos' Super Bowl XXXII win. http://t.co/Vt4ZMvI|1|0
Broncos|@churroz This is amazing! The Broncos really need to build a better defense to compliment their offence.|0|1
Broncos|I hate the Denver Broncos but I love @TimTebow! #CLUTCH #TIMTEBOW|-1|1
Broncos|RT @EricDecker87: .@TideNFL #Broncos fans are the best! We need support now more than ever: http://t.co/LrspM8MscE. Share msgs w/#OurColors|1|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building green|1|1
Broncos|@crissybayless hope what's left of the Broncos fair better :-P|1|1
Broncos|RT @AdamSchefter: Peyton Manning and Broncos are near agreement on new contract for the 2015 season in which he will take $4... http://t.co|0|1
Broncos|RT @ShannonSharpe: Been waiting 18 yrs to say this. Mr President we need as many men as you can spare. Cause the Broncos just killed the P|0|0
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|RT @_Snape_: The Broncos just need to catch the Golden Snitch and they can still win. #SuperBowl|1|1
Broncos|Congrats to the #Broncos and the #Seahawks for making it to the #SuperBowl I'm sure it will be a very exciting game! #NFL|1|1
Broncos|RT @Broncos: RT to wish Peyton Manning a happy birthday! Re-live his highlights from the 2013 season: http://t.co/Pz3jYmRgNt. http://t.co/X|0|1
Broncos|I'm excited to see @TimTebow start on Sunday. Forget the haters just do your thing & play good football. Go @Denver_Broncos From #Seattle|1|1
Broncos|@Yungreem_o #Broncos are ass for real get a new team|-1|1
Broncos|Really need a #DenverBroncos win tonight for my survivor pool!!! And because I love Peyton!!|1|1
Broncos|@OGOchoCinco Ima need you to leave the Bengals and come to my Broncos... the Bengals will nev3er go anywhere as long as yall got Carson|1|1
Broncos|RT @DenverBroncos: RT to wish to Coach Fox a full and speedy recovery http://t.co/MW6VBQnA6T|0|1
Broncos|He didn't want that in interception! #Broncos|0|1
Broncos|@freeplions: Broncos sign former Lions LB Paris Lenon http://t.co/Bu6bxY3smm that will not help the Von miller situation! LOL|1|0
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|RT @MHSportsFactory: My sources confirm that the #Broncos will indeed strike deal with DeMarcus Ware. Consider it done.|1|0
Broncos|RT @BroncosDefender: What do I want the most?|0|1
Broncos|@DentonBroncos O-Line will be well represented next year at 3 great universities! Way to go DHS!. #NSD15 http://t.co/z9D9psIdhY|0|1
Broncos|RT @IDS_BroncoBeat: Boise State will live stream pro day from noon to 1 p.m. Wednesday with Broncos coaches providing commentary|0|1
Broncos|The Broncos will win the Super Bowl. No need to look it up because it's a scientific fact|1|1
Broncos|@_Jersey4U_ how does claiming fave jersey work? I want Denver Broncos tightend Tamme (84) jersey.|0|1
Broncos|RT @DenverBroncos: RT to wish to Coach Fox a full and speedy recovery http://t.co/MW6VBQnA6T|0|1
Broncos|RT @WorldCupallstar: Joelle - I want to bring the Broncos in for a huddle. They need a talk...|0|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|RT @OhNoSheTwitnt: I just want the Seahawks and the Broncos to mate and have Pegasus babies.|1|1
Broncos|@markschlereth I love your show even though you are a Broncos homer! Keep up the good work. You are making Alaska proud.|0|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building green|1|1
Broncos|RT @Broncos: RT to help wish #Broncos owner Pat Bowlen a happy 71st birthday!|1|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|@VicLombardi we still need to continue the push to keep DRC in a @Broncos jersey as well. #NFLFreeAgency|0|0
Broncos|RT @MaxBroncos: Looks like McGahee is pretty much a done deal to Denver. RT @lmrdwde: Any other free agent news other than Ty Warren?|1|0
Broncos|RT @Broncos: RT to wish @DemaryiusT a happy birthday! http://t.co/TE8XyP8O3M|0|1
Broncos|RT @JohnReidyDenver: I'll guarantee more new Seahawks gear has been sold around the country than Broncos gear. Be sure to remove the tags n|0|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building green|1|1
Broncos|RT @Ravens_Examiner: And I'm picking the #Ravens over the #Broncos 27-20. I like the new look O-line to give Flacco time and open up run ...|-1|1
Broncos|RT @psmyth12: Congrats to @MikeKlis on his new role with @9NEWSSports! @PostBroncos beat coverage of team in great hands with two-decade ve|0|1
Broncos|I don't want to jinx it but I believe Peyton will take on Seattle in the #SuperBowl #Broncos #Seahawks #fingerscrossed|0|0
Broncos|RT @scottshanle: @T_Porter22 congrats trace.....great to see. Best wishes to u and your fam. Broncos fans u got a great corner and a gre ...|1|1
Broncos|Nothing easy for BSU. Cmon Broncos need to finish.|0|0
Broncos|Really missing some hot wings tonight. Don't give a fig about how the Broncos are getting their asses beat. I want wings|0|-1
Broncos|If everyone was playing with the passion of C. J. Anderson they might be leading #DENvsIND #BroncosvsColts #UnitedInOrange|0|0
Broncos|NOthing better then watchin the Broncos continue to self-destruct> Man am I glad the Steelers do things the right way!!!!!|-1|-1
Broncos|@DenverBroncos @johnelway wouldn't it be a great idea to extend a helping&much need hand to our community affected by the #blackforestfire ?|0|1
Broncos|@DiscoverKzoo ready to welcome students and parents to the @WMUAdmissions Admitted Student Event! #futureWMUBroncos http://t.co/kkRn1WVzwZ|0|0
Broncos|RT @Broncos: Not sure what all the talks about. Its clearly blue and orange.|0|0
Broncos|RT @NFL_Stats: The #Bears will hire former #Broncos HC John Fox as their new Head Coach|0|1
Broncos|@merrilhoge what team will Jimmy Clausen be drafted by? I hope its the Broncos we need a QB not a game manager.|0|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building green|1|1
Broncos|RT @87ed: Congrats my friend from #87 to #87! @Broncos: WR @EricDecker87 has set a new #Broncos record with four touchdown catches today.|1|1
Broncos|Ravens doing good Titans doing good and Broncos doing excellent as expected good year in NFL|1|1
Broncos|RT @ESPNStatsInfo: Broncos need 18 points to break the 2007 Patriots record for points in a season (589)|1|0
Broncos|@johnelway need Fun and Leadership=Tebow and Broncos+fans. never stop being a mentor-Fans watched U and team mates for fun Win or Lose|1|1
Broncos|RT @Broncos: I dont need to break or set another record. It was important to get a win.|0|0
Broncos|RT @ESPNNFL: A new poll shows that the @Broncos are the new America's Team.. The Cowboys fall to No. 4 http://t.co/B6xVUKeZGN http://t.|1|1
Broncos|@MiamiDolphins are rolling right now. They need this one. #Dolphins #Broncos|0|1
Broncos|Today we crown a new FedEx Cup champion from @playofffinale and my @Broncos look to get another win in #KCvsDEN! #BestSundayInSports|1|1
Broncos|@ballrb28 @Broncos...Hope you play better football then contest's ....You need to show up this year!!!! Or bye bye BALL....|1|1
Broncos|RT @KDVR: RT or follow #GetWellFox to send your well wishes to @DenverBroncos coach John Fox. http://t.co/hpjjKb0ptR|1|1
Broncos|@RGIII ... just wanted to say you are pretty dang awesome and I am hoping (we) Broncos play the Redskins in the Super Bowl.|1|1
Broncos|RT @NOTSportsCenter: REPORT: Roger Goodell will fine #Broncos KR Trindon Holiday $75|0|0
Broncos|RT @CBSDenver: RT if you want to see @EricDecker87 stay with the #Broncos: http://t.co/Y0JrihGSmO http://t.co/20eWcmrU46|0|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|@RealSkipBayless: You know what is funny - Tim Tebow got the Broncos as far in the playoffs last year as Peyton Manning did this year.|0|1
Broncos|@DuffMcKagan read your awesome Superbowl story. And even though I am rooting for the Broncos I hope and pray that you get your tickets :).|1|1
Broncos|RT @MileHighReport: Undefeated boxer @FloydMayweather is confident t/ #Broncos will win #SB48|1|1
Broncos|@bigcatt44 honestly it's OK Broncos need this and willhopefully meet patsin AFC championship and have film onwhat they need to do different|1|1
Broncos|RT @Jason_Elam: Way to go Matt Prater! Awesome! Way to keep it in the Broncos family! I'm very proud and excited for you!|1|1
Broncos|Getting ready for some football. Any chance the Chargers pull out a victory in Denver? #Broncos #Chargers|0|1
Broncos|RT @Colorado_DOC: Thank you Broncos! Win or lose We appreciate all the unforgettable moments this year! We are truly proud to call you our|1|1
Broncos|RT @JimGaffigan: I don't like this movie. - my 4 year old daughter watching Giants-Broncos game.|0|1
Broncos|I don't want the #Broncos to win but I know they will only because it's #rigged this year. Praying for a #Patriots upset!|-1|1
Broncos|RT @DenverBroncos: RT to wish to Coach Fox a full and speedy recovery http://t.co/MW6VBQnA6T|0|1
Broncos|RT @Denver_Broncos: Here's a head-to-toe look of the new uniforms|1|1
Broncos|RT @MyWMU: Last call to be an Alumni Admissions Ambassador! Volunteer to help welcome new Broncos to the family: http://t.co/TpVQxmhroj|1|1
Broncos|GO BRONCOS! Commercial real estate stats point to a Broncos victory http://t.co/b72hSKGRcy|1|0
Broncos|@nfl @BuckyBrooks @Chargers @KCChiefs @RAIDERS @Broncos no one knows how well the draft went for another couple seasons. Stupid crap article|0|0
Broncos|@McD_Colorado I want to win it for my mom she loves the Broncos|1|1
Broncos|Great weekend will hopefully end with a great win! Go Broncos!!!|1|1
Broncos|Broncos defense has to do a better job of getting off the field on third and longs! #SB48|0|1
Broncos|Coach Fox needs to grow a pair. The Broncos need a new coach.|0|1
Broncos|@Broncos this is our time go broncos United in orange time to ride the broncos will win the superbowl and champ bailey need to get a pick 6|1|1
Broncos|@milehighboy chicken was good but not sure about the Broncos. Lol|0|1
Broncos|RT @LanceMedow: Brandon Marshall & Eric Decker both on the #Jets..where's Tim Tebow when u need him #BroncosoftheEast|0|1
Broncos|RT @ohiomediawatch: OMW Sports: Watching Broncos vs. Ravens was like watching Dysentery playing the Plague. You want the turf to open an ...|0|1
Broncos|RT @BroncosZone: Tight end remains a position of need in Denver|0|0
Broncos|RT @DenverSportNews: #Broncos first-round pick Sylvester Williams adjusts to new level: http://t.co/9GW2DTJRbD by @mchambersdp|0|1
Broncos|Let's help light up the Empire State Building with the right colors! Go Broncos! http://t.co/UiDCORMiCJ #Broncos #WhosGonnaWin|1|1
Broncos|RT @Broncos: RT to wish Peyton Manning a happy birthday! Re-live his highlights from the 2013 season: http://t.co/Pz3jYmRgNt. http://t.co/X|0|1
Broncos|RT @s2kyle_: // Broncos need a new QB? http://t.co/4chuwzKer2|0|1
Broncos|@D_Brut30 Well good luck to you and the rest of the #Broncos ! Me and @KingChadd will be cheering you guys on tomorrow !|1|1
Broncos|Man I wish I was in #NewYork for #SuperBowlXLVIII sine my #Broncos are playing!!!! Looks so fun|1|1
Broncos|RT @cthagod: I just want to know what Peyton and the Broncos been doing the last two weeks....|0|1
Broncos|RT @Broncos: RT to wish Peyton Manning a happy birthday! Re-live his highlights from the 2013 season: http://t.co/Pz3jYmRgNt. http://t.co/X|0|1
Broncos|@ZooWhisperer be careful what you wish for! #Broncos #PeytonManning #GOAT|0|1
Broncos|RT @Broncos: RT to wish G @zanebeadles a happy birthday! http://t.co/gupGVGxI2Y|0|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building orange|1|1
Broncos|RT @Broncos: An exclusive first-look gallery inside the #Broncos' new indoor practice facility: http://t.co/Q1saV9iLJT http://t.co/RJqZmBUC|1|1
Broncos|Very happy #GaryKubiak is back with the Broncos and our new coach.|1|1
Broncos|RT @ESPNNFL: Who's had a better free agency week? Broncos or Patriots|0|1
Broncos|RT @Broncos: RT to wish Peyton Manning a happy birthday! Re-live his highlights from the 2013 season: http://t.co/Pz3jYmRgNt. http://t.co/X|0|1
Broncos|RT @McD_Colorado: It's Broncos Fan Appreciation Day @ McD's & we will be giving out 2 $25 Broncos Branded Arch Cards! RT to ur friends 2 b|1|0
Broncos|RT @Tamatuhr: Broncos need a power outage.|0|1
Broncos|@PostBroncos. Do they think that Porter is just too aggressive and the Texans are taking advantage of it.|0|0
Broncos|RT @Broncos: RT to wish #Broncos Ring-of-Famer Tom Jackson a happy birthday! http://t.co/7nYKV8uzwZ|0|1
Broncos|@dallascowboys Broncos offense is unstoppable this year on the opening drive of the third quarter. Gotta be a thrill for the fans there.|1|0
Broncos|@fluffyguy I really want the Broncos to win today. I love Peyton Manning. Lets Go Broncos!!!!|1|1
Broncos|been waiting for this game all day #BroncosvsChiefs just not sure who to cheer for tonight #BerryStrong|1|0
Broncos|@BroncosPromos @OtterBox I would do anything for tixs! My 9 year old daughter said she would cheer with the cheerleaders!|1|0
Broncos|RT @Broncos: Not sure what all the talks about. Its clearly blue and orange.|0|0
Broncos|@MileHighReport No doubting @ChrisHarrisJr is great & glad he's on my #Broncos but other 2 guys were in the Super Bowl|1|1
Broncos|Can't even explain how happy I am right now! Double over time win over the Broncos! Ravens Nation!|-1|1
Broncos|@esurance #EsuranceSave30 Jim Halpert wants me to have that money to buy puppies and Broncos super bowl hats.|1|0
Broncos|Come on Broncos!!!! We need a W!|1|1
Broncos|Hate if you want but Bruno Mars is more entertaining than the Broncos...|-1|1
Broncos|RT @WStaats8: Augusta's James Webb III scored 8 pts in Boise St's Mtn West quarters W vs. Air Force. Regular-season champ Broncos in good s|1|1
Broncos|RT @SteveMartinToGo: Today I watched the Denver Broncos play the Washington Mixed-Races (possible new name option).|0|1
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|I want to win tickets to the Broncos Huddle show!! #BroncosHuddle!!!|1|1
Broncos|RT @hadiyah: Broncos need 4 Mario Brothers mushrooms and 7 stars for a comeback. #superbowl #sb48|-1|1
Broncos|Broncos fan wishing @MrKnighton2u a happy bday! #broncosup|1|1
Broncos|So far I'm pretty proud of my Broncos!! Looking good!!|1|1
Broncos|RT @ChrisHarrisJr: I just wanna thank Broncos Country for y'all love and support this year .|0|0
Broncos|RT @ESPNNFL: A new poll shows that the @Broncos are the new America's Team.. The Cowboys fall to No. 4 http://t.co/B6xVUKeZGN http://t.|1|1
Broncos|RT @GinoGrad56: Very excited for my new opportunity with the @Broncos! Thank you Bronco fans for your love already. I can't wait to get sta|1|1
Broncos|RT @BroncosDefender: Who would like to be the Broncos QB? A)Jay Cutler B)Kyle Orton C)Chris Simms D)Tim Tebow E)Brock Osweiler|1|1
Broncos|RT @XTRA1360: Broncos reporter Andy Lindhal: A very large portion of Broncos fans want Philip Rivers to succeed Peyton Manning. http://t.|1|1
Broncos|RT @87ed: So happy to see Gary Kubiak come home! He is a top notch coach who will bring a great staff to the #Broncos. Gary has what it tak|1|1
Broncos|I Love the beautiful white snow another perfect day in #Colorado #Broncoscountry|0|1
Broncos|RT @_Snape_: The Broncos just need to catch the Golden Snitch and they can still win. #SuperBowl|1|1
Broncos|I'm so happy right now! #GoBroncos #TimeToRide|1|1
Broncos|RT @ChrisHarrisJr: I just wanna thank Broncos Country for y'all love and support this year .|0|0
Broncos|RT @Broncos: The #Broncos hope a new team brings out the best in newly signed DL Jeremy Mincey. Read more (via @masedenver): http://t.co/TQ|1|1
Broncos|Nice win! Now we just need to win the rest of the games this season and we need the #Broncos to win toda... http://t.co/wp0amQZWOB|1|1
Broncos|@Broncos @ESPNNFL @markschlereth I don't care about 16-0 during the regular season. I just want to be undefeated in the playoffs|1|1
Broncos|@AmyTaylorTx ;) Well good luck to the Broncos - I think if any team deserves it & plays hard should win it all! I think they just may.|1|1
Broncos|I predict that the Denver Broncos will win...it's simple math. Today is 2/2/14...2+2+14 = 18...which happens to be P. Manning's Jersey #|1|0
Broncos|Thanks for the new hat Mom! Lets go Broncos!!! #broncos #denvsbal http://t.co/XLx5jej5|1|1
Broncos|RT @VicLombardi: Sylvester on conference call right now: Gonna give the Broncos everything I got and we're gonna win a Super Bowl next yea|1|0
Broncos|Denver Broncos in playoffs and I'm rooting for the Giants! Great way to start the new year-watching football! Go Giants and Happy New Year!|0|1
Broncos|Well that'll do it for this week's trivia! I'll be back Monday with some more good old #BroncosTrivia|1|1
Broncos|Way to go Broncos D. Perfect time for an interception. ....wouldn't want anyone to think I'm not cheering for Denver.|1|0
